gender	parental level of education	test preparation course	reading score	writing score	study hours	extracurricular activities	sleep hours	internet usage	physical health	mental health
female	High School	incomplete	77	73	6.509903892563097	Debate	8.838673027245541	Streaming	Average	Stressed
female	Some College	incomplete	52	46	9.227141400144763	Music	5.805028935758139	Gaming	Average	Stable
male	Uneducated	incomplete	58	51	3.625546197038413	Sports	5.951109809783645	Gaming	Poor	Anxious
female	Associate’s Degree	completed	44	36	8.670171242479634	Dance	4.1070758251886685	Social Media	Good	Stable
male	Associate’s Degree	completed	77	76	3.040371709	Art	4.76365715867518	Research	Poor	Anxious
female	High School	completed	65	64	5.613509493481078	incomplete	5.415724892795466	None	Average	Stable
male	Associate’s Degree	incomplete	85	84	4.08520234078061	incomplete	6.588485880524245	None	Poor	Stable
male	Associate’s Degree	completed	85	85	3.8303558977420336	incomplete	5.304014399665158	Research	Poor	Stable
male	Bachelor’s Degree	incomplete	54	50	5.836686651265719	Debate	9.97898690146008	Social Media	Average	Stable
female	High School	incomplete	72	68	7.085185696366776	Debate	5.626120129123878	Streaming	Poor	Stressed
male	Bachelor’s Degree	incomplete	75	69	3.5759025930910004	Debate	8.63466445406096	None	Poor	Anxious
male	Associate’s Degree	incomplete	67	67	7.967577660383927	Dance	7.348936328896344	Social Media	Poor	Stressed
female	Some College	incomplete	68	63	2.9606543606956737	Sports	4.299790710538353	Gaming	Good	Stable
female	Associate’s Degree	incomplete	85	93	8.84712386993793	Debate	4.7383322621817845	Streaming	Poor	Stressed
male	High School	incomplete	67	61	2.8876488837716243	Sports	7.090798278636707	Online Classes	Poor	Anxious
male	Some College	incomplete	64	55	1.746721668474287	Debate	8.570269875394189	Gaming	Average	Anxious
female	Master’s Degree	incomplete	97	96	5.086642907693527	Dance	6.477153365588632	Online Classes	Average	Anxious
male	Associate’s Degree	incomplete	68	65	0.1683997604674159	Music	9.89049021422024	Streaming	Good	Stressed
female	Uneducated	incomplete	79	81	5.079577043460919	Music	7.966410285101522	Gaming	Average	Stressed
male	Bachelor’s Degree	completed	49	46	7.93207295255703	Debate	6.076470044672227	Gaming	Poor	Stressed
male	Bachelor’s Degree	incomplete	73	72	3.5210322391477766	Music	8.815533557866209	Research	Average	Anxious
female	Master’s Degree	incomplete	62	53	4.837092472850425	Drama	9.550180395828114	Research	Average	Stressed
female	Bachelor’s Degree	incomplete	86	87	0.702734530864848	Art	6.827412177022641	Research	Good	Stressed
male	High School	completed	42	38	0.9866131374417542	incomplete	8.21104225734975	Social Media	Average	Stable
female	Bachelor’s Degree	completed	71	80	9.980952753528843	Art	9.837839272811191	Online Classes	Poor	Anxious
male	Associate’s Degree	incomplete	93	91	7.671602659153404	incomplete	4.934863241382283	Streaming	Average	Anxious
male	Bachelor’s Degree	completed	82	88	5.092295969142537	Drama	7.526922491891026	Online Classes	Poor	Stable
male	Some College	incomplete	53	52	7.869066236336296	incomplete	5.9309934465741465	None	Good	Stressed
male	Associate’s Degree	incomplete	42	41	7.969826309176883	Drama	4.765563335226893	Gaming	Good	Stressed
male	High School	completed	74	72	2.224216572334189	Dance	5.078075961190641	Streaming	Average	Stable
male	Some College	incomplete	51	51	9.880255537732518	Sports	8.575953631041706	None	Poor	Stressed
male	High School	incomplete	58	47	5.824582068171013	Dance	9.587353369490003	Online Classes	Poor	Stressed
female	Master’s Degree	completed	72	76	5.512787482816687	Dance	6.786438969576371	None	Good	Stable
male	Master’s Degree	completed	84	78	5.653723583533921	Music	6.810882208392133	Online Classes	Poor	Stable
male	Master’s Degree	incomplete	90	82	2.009115281915866	Sports	5.519955517211061	Gaming	Poor	Anxious
female	Master’s Degree	incomplete	62	61	5.977321386230416	Drama	6.231419097076026	Gaming	Average	Anxious
male	Master’s Degree	incomplete	64	66	6.01174468282316	Sports	4.934881326664275	Streaming	Good	Stable
male	Associate’s Degree	incomplete	82	84	5.883884476008863	incomplete	4.248687753882473	Social Media	Poor	Anxious
male	Uneducated	incomplete	61	54	1.0767336160001806	Drama	9.92014945406593	Online Classes	Poor	Anxious
female	Some College	incomplete	72	80	6.186185628932429	incomplete	5.197180215163784	Streaming	Average	Anxious
female	Bachelor’s Degree	incomplete	76	74	7.704774741978147	Art	5.801442356185379	Streaming	Poor	Stable
male	Some College	completed	64	66	2.669587050607312	Drama	5.497438144048413	Online Classes	Average	Stressed
female	Uneducated	completed	70	70	3.6236332322352416	Art	4.299753457482654	Gaming	Good	Anxious
female	Some College	incomplete	73	71	4.960324372908124	Dance	8.368231786110318	Streaming	Average	Stable
male	Bachelor’s Degree	incomplete	46	44	2.535947212964543	Debate	4.008118006176082	Streaming	Poor	Anxious
female	Master’s Degree	incomplete	51	54	5.429789665158983	Music	5.282294721352881	Gaming	Poor	Stable
female	Some College	completed	76	80	1.3795197842487938	Drama	4.044785285477987	Social Media	Average	Stable
female	Some College	completed	100	95	6.417555351735463	Dance	9.008638495900517	None	Poor	Anxious
male	Bachelor’s Degree	incomplete	72	59	6.88272174569348	incomplete	5.779421498148811	Streaming	Good	Anxious
female	Some College	incomplete	65	74	6.201568957577547	Music	6.257242710045885	None	Average	Anxious
male	Bachelor’s Degree	incomplete	51	48	5.925971209810401	Art	4.1139720813233644	Online Classes	Poor	Stable
female	Uneducated	completed	85	91	8.315341132039741	Debate	8.597501556054688	None	Average	Anxious
female	Master’s Degree	incomplete	92	85	4.57869482628986	Music	5.018607788215989	None	Average	Anxious
female	Uneducated	incomplete	67	73	7.906776494742326	Sports	5.803898511589665	None	Average	Stressed
male	Bachelor’s Degree	completed	74	75	4.006211079919754	Music	7.804692368921477	Online Classes	Poor	Stable
female	Associate’s Degree	incomplete	62	69	3.94601566596608	Music	5.313742881824444	Streaming	Poor	Stressed
female	High School	incomplete	34	38	2.1662251897645133	Music	5.875216698553942	Social Media	Average	Anxious
male	Some College	incomplete	29	27	6.915441830757432	Music	5.264052549535953	Online Classes	Good	Stressed
female	High School	completed	78	79	8.759685993456396	Drama	7.586142397452662	Online Classes	Good	Anxious
male	Some College	completed	54	63	8.232669375042665	Dance	6.7615941662356125	Online Classes	Poor	Stressed
female	Associate’s Degree	completed	78	82	7.09297480778904	incomplete	9.819380792654467	Research	Average	Anxious
male	Master’s Degree	incomplete	84	89	3.5772138794482657	Sports	4.594859486428044	Research	Average	Stressed
female	Uneducated	incomplete	78	74	6.450951896266133	Dance	5.372197821656799	Streaming	Poor	Anxious
female	Master’s Degree	completed	48	41	8.513994449377414	Music	7.449717527350015	Online Classes	Average	Anxious
female	Associate’s Degree	completed	100	100	4.381481020840347	incomplete	7.415554496681887	Online Classes	Good	Stable
female	Uneducated	incomplete	84	84	9.114709040764245	Art	6.022990125970839	Streaming	Good	Stressed
male	Some College	incomplete	77	77	8.327868188049216	Dance	9.714871925950408	Online Classes	Poor	Stable
male	Master’s Degree	incomplete	48	51	1.0214266912503445	Debate	8.590080542539146	Social Media	Average	Stressed
female	Bachelor’s Degree	completed	84	91	1.3508541363882187	Debate	6.8054309578308505	Streaming	Poor	Stable
female	Master’s Degree	incomplete	75	72	9.255224493063784	incomplete	9.638188853011131	Research	Poor	Stable
male	Uneducated	completed	64	70	5.034142826842491	Art	4.027365413876579	Online Classes	Good	Stable
male	Master’s Degree	incomplete	42	48	8.153154786293747	Music	8.369184502264602	Online Classes	Average	Anxious
female	Associate’s Degree	incomplete	84	82	1.002446563289353	Drama	6.342392262146919	Research	Average	Stable
female	Uneducated	completed	61	66	4.119194260304267	Sports	6.590566312016578	None	Average	Stressed
female	Associate’s Degree	completed	62	66	2.5398008539735883	incomplete	5.52114439693838	None	Average	Anxious
female	Master’s Degree	incomplete	61	55	9.278133410072895	Art	6.194102084354941	Streaming	Good	Stable
female	High School	incomplete	70	66	7.77731808741075	Dance	4.029305625579031	Online Classes	Poor	Anxious
male	Master’s Degree	completed	100	100	3.160790628010952	Debate	4.9366908791352655	Research	Good	Stressed
female	High School	incomplete	61	52	9.97513883771258	Dance	9.218398916676255	None	Average	Anxious
female	Uneducated	completed	77	80	6.350256614916231	Debate	7.187497457938396	Research	Poor	Stable
male	Master’s Degree	completed	96	91	7.0405806496484535	Sports	7.868241662324185	Online Classes	Good	Stable
male	Master’s Degree	incomplete	70	67	3.2120451501956104	Sports	6.807305962798688	Streaming	Average	Stable
female	Associate’s Degree	incomplete	53	46	0.913325343392568	incomplete	4.4562567380102776	Research	Poor	Anxious
male	Master’s Degree	incomplete	66	66	9.819045643839113	Dance	6.600804290008631	Gaming	Average	Anxious
female	Uneducated	incomplete	65	65	4.716049140779724	Drama	7.106045477380615	Gaming	Average	Anxious
male	Bachelor’s Degree	incomplete	70	69	1.4778240376644414	Music	8.080314969663204	Online Classes	Good	Stable
male	Some College	completed	64	60	9.834956686886764	Music	5.315465626505714	Streaming	Average	Anxious
male	Associate’s Degree	incomplete	56	52	4.188959703087841	Debate	7.897319329847242	Online Classes	Average	Anxious
female	Some College	completed	61	71	7.210534336681952	Drama	4.9257262502380526	Research	Poor	Anxious
male	Master’s Degree	completed	43	44	0.2684560336249175	Sports	7.120060402081793	Research	Average	Anxious
female	Bachelor’s Degree	incomplete	56	51	6.728192647910364	incomplete	5.31781406536801	Research	Poor	Stressed
male	Associate’s Degree	completed	74	70	6.06099708921191	Dance	5.159102437970321	Research	Good	Anxious
male	Some College	incomplete	57	62	6.89947752568963	Debate	5.309437140817322	Gaming	Poor	Stressed
male	Some College	completed	71	73	3.5441304514658434	Music	9.774136177896356	Social Media	Poor	Stable
male	Some College	completed	75	74	5.911701776386483	Dance	8.976555223137588	Online Classes	Average	Stable
male	Associate’s Degree	completed	87	90	4.463077256165562	Art	8.122198570873994	Gaming	Average	Stressed
male	Bachelor’s Degree	incomplete	63	58	9.357756730589236	incomplete	8.331325343131912	Gaming	Good	Stable
male	Associate’s Degree	incomplete	57	53	2.7944070633535367	Debate	8.799131555315224	Gaming	Average	Stressed
female	Bachelor’s Degree	incomplete	58	57	4.303176309920618	Sports	8.980017802738889	Social Media	Average	Stressed
male	Bachelor’s Degree	completed	81	85	6.655217261787301	Dance	8.499280187823718	Social Media	Good	Stressed
male	Master’s Degree	completed	68	69	4.873203645544328	Debate	7.661480158196252	None	Poor	Anxious
male	Some College	completed	66	72	4.969213620219868	Drama	7.009074484025472	None	Average	Stressed
female	Master’s Degree	incomplete	91	96	0.4550618933832895	Music	9.391224924196653	Online Classes	Good	Anxious
male	Bachelor’s Degree	incomplete	66	64	6.209869730987087	Drama	6.661193051011096	None	Good	Stable
male	Master’s Degree	completed	62	61	2.2366312898368523	Drama	4.266906608610373	Streaming	Good	Anxious
female	Some College	incomplete	68	61	1.3886901106971206	incomplete	9.943958368823957	Online Classes	Good	Anxious
female	Master’s Degree	incomplete	61	58	6.686155086273326	Art	7.425332473005666	None	Poor	Anxious
male	Some College	incomplete	82	80	0.3413741459426378	Debate	7.830846475683927	Social Media	Good	Anxious
female	High School	incomplete	58	60	3.9325170038031008	Art	4.7479404991274015	Online Classes	Average	Stressed
male	Bachelor’s Degree	completed	50	52	8.859160666166751	Music	6.470037127539878	Social Media	Good	Stressed
female	Bachelor’s Degree	completed	75	73	1.8008784411466028	Art	8.286511372674891	Streaming	Average	Anxious
male	High School	incomplete	73	71	6.272553996394496	Drama	4.727476419341604	Gaming	Good	Anxious
female	Master’s Degree	completed	77	83	3.132372687000119	Music	9.55386596511785	Streaming	Average	Anxious
female	Uneducated	incomplete	74	72	0.8775229162221132	Drama	5.681423226666578	Research	Average	Stressed
male	High School	completed	52	54	9.333156751656915	Music	5.007133752521614	Streaming	Good	Anxious
female	Master’s Degree	incomplete	69	69	3.9625364803407614	incomplete	7.759467068082589	None	Poor	Stressed
male	Associate’s Degree	incomplete	57	62	0.01815684697266	Art	5.303739654287402	Online Classes	Average	Stressed
male	Some College	incomplete	87	81	6.996214268607631	Sports	8.81168498875748	Streaming	Average	Stable
female	Bachelor’s Degree	incomplete	100	100	7.666762398458879	Music	5.90892736425058	None	Average	Anxious
female	Master’s Degree	incomplete	63	59	0.9214264358954672	Sports	6.541057854468087	Research	Poor	Stressed
male	Associate’s Degree	incomplete	81	71	8.690716528671835	Music	6.321128292083106	None	Average	Anxious
female	High School	incomplete	58	64	7.005538749788203	Sports	8.751441321781051	Online Classes	Poor	Anxious
female	High School	incomplete	54	53	6.091823348749051	Sports	7.75123119308219	Research	Average	Stable
female	Associate’s Degree	incomplete	100	100	3.0981334801590665	Art	5.762654380792941	Streaming	Good	Stressed
female	Uneducated	completed	76	75	6.819333338808696	Drama	6.380750768278152	Research	Average	Anxious
male	Some College	incomplete	57	58	3.8101887489251816	incomplete	8.618501662669136	None	Poor	Stable
female	Uneducated	incomplete	70	72	4.636729149876333	Art	6.542608990233573	Streaming	Good	Stressed
male	Some College	completed	68	64	6.138695817991918	incomplete	9.050971003982838	Social Media	Good	Stressed
male	Bachelor’s Degree	incomplete	63	60	0.646519168358306	Debate	7.531344546510043	Online Classes	Average	Stressed
female	Some College	incomplete	76	67	4.97000181033698	Sports	4.086156000380322	Research	Average	Anxious
female	Associate’s Degree	incomplete	84	80	7.36566508053066	Sports	7.412937716400723	Social Media	Poor	Stressed
female	Some College	incomplete	100	100	7.080377798646804	Art	6.866483668092523	None	Average	Anxious
male	Associate’s Degree	completed	72	69	4.641374245813789	Debate	4.269153663074382	Online Classes	Poor	Stressed
female	Master’s Degree	completed	50	60	4.958349800422409	Music	5.918242015413128	Streaming	Average	Stressed
female	Bachelor’s Degree	incomplete	65	61	7.970777215687103	Art	9.891589259528892	Online Classes	Poor	Stable
female	Master’s Degree	incomplete	63	67	1.1578930340995477	Sports	4.224192609225977	Gaming	Poor	Stable
female	High School	completed	82	77	2.665594256920759	Sports	6.298994680728942	Research	Good	Stable
male	Uneducated	completed	62	60	1.7856797349124145	Sports	8.446161104165565	Online Classes	Good	Anxious
male	Associate’s Degree	incomplete	65	58	0.5048191837779681	Music	7.730799765500074	None	Poor	Stable
male	Associate’s Degree	completed	41	48	6.2531632509377975	Music	9.100062066389032	None	Good	Stressed
female	Master’s Degree	incomplete	95	94	0.8455630801678682	Sports	5.787403930637674	Research	Average	Anxious
female	Associate’s Degree	incomplete	24	23	0.6654369330864163	Sports	7.852291506724223	Streaming	Good	Anxious
male	Bachelor’s Degree	incomplete	78	78	8.360266897339823	incomplete	9.218252840083212	Streaming	Average	Stressed
male	Uneducated	completed	85	86	3.728230964	Sports	7.585332058853842	Gaming	Poor	Anxious
female	Associate’s Degree	completed	87	91	2.6810496131997894	incomplete	7.121916543248201	Gaming	Average	Stressed
female	Uneducated	incomplete	75	82	1.1610902161598091	Art	5.950214054792832	None	Average	Stable
male	High School	incomplete	51	54	8.172669572053636	Dance	4.679580830896681	Streaming	Good	Stable
female	Uneducated	incomplete	59	51	0.0685396324005815	Music	4.242704349020993	Research	Poor	Stable
male	Some College	completed	75	76	0.6420937171873842	Debate	8.728932552470916	None	Average	Stable
female	Some College	incomplete	45	45	1.5580400685080986	Art	9.983029222445378	Research	Good	Anxious
female	Bachelor’s Degree	completed	86	83	2.1802197410309008	Sports	8.384404373792227	None	Good	Stressed
male	Bachelor’s Degree	completed	81	75	6.98363597392662	Debate	9.561400438700602	Social Media	Poor	Anxious
female	Some College	completed	82	78	9.122234064103182	Drama	8.505765332475605	Research	Good	Stressed
female	Master’s Degree	incomplete	76	76	2.4280790522859883	Sports	4.5146661276932765	Gaming	Good	Anxious
female	Some College	incomplete	72	74	0.0588555086990605	Drama	4.284280560041895	None	Poor	Stressed
male	Uneducated	incomplete	63	62	8.345228531307184	Art	9.065090795075603	Research	Poor	Anxious
female	Uneducated	completed	99	95	7.003088892169575	Art	6.419741539670374	Streaming	Average	Stable
male	Bachelor’s Degree	incomplete	55	55	4.559515219712003	Music	8.081679090311734	Research	Average	Anxious
female	Some College	completed	71	65	1.3642363183111903	Dance	9.525794742987348	Social Media	Poor	Stable
female	Bachelor’s Degree	completed	78	77	7.291018177501072	Drama	8.88779410219304	Research	Average	Stable
female	Bachelor’s Degree	incomplete	86	86	0.2829444069986797	Music	5.389034014728811	Research	Poor	Stable
